pandas_function,coverage,np_calls_count,partial_ak_coverage_sum,np_calls_array,function_ak_array
/_libs/src/parser/tokenizer.c__str_copy_decimal_str_c,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c__tokenize_helper,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_append_warning,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_coliter_setup,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_end_field,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_end_line,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_free_if_not_null,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_grow_buffer,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_make_stream_space,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_parser_add_skiprow,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_parser_buffer_bytes,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_parser_cleanup,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_parser_clear_data_buffers,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_parser_consume_rows,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_parser_del,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_parser_free,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_parser_handle_eof,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_parser_init,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_parser_new,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_parser_set_default_options,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_parser_set_skipfirstnrows,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_parser_trim_buffers,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_precise_xstrtod,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_push_char,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_round_trip,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_skip_this_line,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_str_to_int64,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_str_to_uint64,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_to_boolean,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_tokenize_all_rows,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_tokenize_bytes,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_tokenize_nrows,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_uint64_conflict,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_uint_state_init,1.0,0,0,[],[]
/_libs/src/parser/tokenizer.c_xstrtod,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_add_minutes_to_datetimestruct,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_cmp_npy_datetimestruct,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_days_to_yearsdays,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_extract_unit,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_extract_utc_offset,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_get_datetime_metadata_from_dtype,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_get_datetimestruct_days,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_is_leapyear,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_npy_datetimestruct_to_datetime,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_pandas_datetime_to_datetimestruct,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_pandas_timedelta_to_timedeltastruct,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_scaleDaysToHours,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_scaleDaysToWeeks,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_scaleHoursToMinutes,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_scaleMicrosecondsToNanoseconds,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_scaleMicrosecondsToPicoseconds,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_scaleMinutesToSeconds,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_scalePicosecondsToAttoseconds,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_scalePicosecondsToFemtoseconds,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_scaleSecondsToMicroseconds,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_scaleSecondsToMilliseconds,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_scaleYearToEpoch,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_scaleYearsToMonths,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime.c_set_datetimestruct_days,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime_strings.c_compare_format,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime_strings.c_get_datetime_iso_8601_strlen,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime_strings.c_make_iso_8601_datetime,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime_strings.c_make_iso_8601_timedelta,1.0,0,0,[],[]
/_libs/src/vendored/numpy/datetime/np_datetime_strings.c_parse_iso_8601_datetime,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsondec.c_JSON_DecodeObject,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsondec.c_SetError,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsondec.c_SkipWhitespace,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsondec.c_createDouble,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsondec.c_decodePreciseFloat,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsondec.c_decode_array,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsondec.c_decode_false,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsondec.c_decode_null,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsondec.c_decode_numeric,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsondec.c_decode_object,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsondec.c_decode_string,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsondec.c_decode_true,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_AppendDoubleUnchecked,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_AppendIndentNewlineUnchecked,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_AppendIndentUnchecked,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_AppendIntUnchecked,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_AppendLongUnchecked,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_AppendShortHexUnchecked,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_EscapeStringUnvalidated,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_EscapeStringValidated,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsonenc.c_Buffer_Realloc,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsonenc.c_JSON_EncodeObject,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsonenc.c_SetError,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsonenc.c_encode,1.0,0,0,[],[]
/_libs/src/vendored/ujson/lib/ultrajsonenc.c_strreverse,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_JSONToObj,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_arrayAddItem,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_endArray,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_endObject,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newArray,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newDouble,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newFalse,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newInteger,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newLong,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newNegInf,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newNull,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newObject,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newPosInf,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newString,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newTrue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_newUnsignedLong,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_objectAddKey,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/JSONtoObj.c_Object_releaseObject,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_DataFrame_iterBegin,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_DataFrame_iterEnd,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_DataFrame_iterGetName,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_DataFrame_iterGetValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_DataFrame_iterNext,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Dict_iterBegin,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Dict_iterEnd,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Dict_iterGetName,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Dict_iterGetValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Dict_iterNext,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Dir_iterBegin,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Dir_iterEnd,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Dir_iterGetName,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Dir_iterGetValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Dir_iterNext,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Index_iterBegin,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Index_iterEnd,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Index_iterGetName,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Index_iterGetValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Index_iterNext,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_List_iterBegin,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_List_iterEnd,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_List_iterGetName,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_List_iterGetValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_List_iterNext,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_NpyArrPassThru_iterBegin,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_NpyArrPassThru_iterEnd,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_encodeLabels,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_freeItemValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_freeLabels,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_iterBegin,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_iterEnd,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_iterGetName,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_iterGetValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_iterNext,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_iterNextItem,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_NpyArr_iterNextNone,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_NpyDateTimeToIsoCallback,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_NpyTimeDeltaToIsoCallback,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Object_beginTypeContext,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Object_endTypeContext,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Object_getBigNumStringValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Object_getDoubleValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Object_getLongValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Object_getStringValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Object_invokeDefaultHandler,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Object_iterBegin,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Object_iterEnd,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Object_iterGetName,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Object_iterGetValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Object_iterNext,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Object_releaseObject,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_PdBlockPassThru_iterBegin,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_PdBlockPassThru_iterEnd,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_PdBlock_iterBegin,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_PdBlock_iterEnd,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_PdBlock_iterGetName,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_PdBlock_iterGetName_Transpose,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_PdBlock_iterNext,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_PdBlock_iterNextItem,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_PyBytesToUTF8,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_PyDateTimeToIsoCallback,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_PyTimeToJSON,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_PyUnicodeToUTF8,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Series_iterBegin,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Series_iterEnd,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Series_iterGetName,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Series_iterGetValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Series_iterNext,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Set_iterBegin,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Set_iterEnd,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Set_iterGetName,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Set_iterGetValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Set_iterNext,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Tuple_iterBegin,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Tuple_iterEnd,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Tuple_iterGetName,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Tuple_iterGetValue,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_Tuple_iterNext,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_createTypeContext,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_get_attr_length,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_get_long_attr,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_get_nat,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_get_sub_attr,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_get_values,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_objToJSON,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/objToJSON.c_total_seconds,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/ujson.c_PyInit_json,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/ujson.c_module_clear,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/ujson.c_module_free,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/ujson.c_module_traverse,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/ujson.c_object_is_dataframe_type,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/ujson.c_object_is_decimal_type,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/ujson.c_object_is_index_type,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/ujson.c_object_is_na_type,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/ujson.c_object_is_nat_type,1.0,0,0,[],[]
/_libs/src/vendored/ujson/python/ujson.c_object_is_series_type,1.0,0,0,[],[]
/_testing/__init__.py_at,1.0,0,0,[],[]
/_testing/__init__.py_box_expected,0.67,3,2,['ndarray' 'array' 'asarray'],['pdarraycreation.array' 'array_api._creation_functions.asarray']
/_testing/__init__.py_convert_rows_list_to_csv_str,1.0,0,0,[],[]
/_testing/__init__.py_external_error_raised,1.0,0,0,[],[]
/_testing/__init__.py_get_cython_table_params,1.0,0,0,[],[]
/_testing/__init__.py_get_finest_unit,1.0,0,0,[],[]
/_testing/__init__.py_get_op_from_name,1.0,0,0,[],[]
/_testing/__init__.py_getitem,1.0,0,0,[],[]
/_testing/__init__.py_iat,1.0,0,0,[],[]
/_testing/__init__.py_iloc,1.0,0,0,[],[]
/_testing/__init__.py_loc,1.0,0,0,[],[]
/_testing/__init__.py_setitem,1.0,0,0,[],[]
/_testing/__init__.py_shares_memory,0.0,3,0,['shares_memory.' 'shares_memory' 'ndarray'],[]
/_testing/__init__.py_to_array,1.0,1,1,['asarray'],['array_api._creation_functions.asarray']
/_testing/_io.py_round_trip_pathlib,1.0,0,0,[],[]
/_testing/_io.py_round_trip_pickle,1.0,0,0,[],[]
/_testing/_io.py_write_to_compressed,1.0,0,0,[],[]
/_testing/_warnings.py__assert_caught_expected_warning,1.0,0,0,[],[]
/_testing/_warnings.py__assert_caught_no_extra_warnings,1.0,0,0,[],[]
/_testing/_warnings.py__assert_raised_with_correct_stacklevel,1.0,0,0,[],[]
/_testing/_warnings.py__is_unexpected_warning,1.0,0,0,[],[]
/_testing/_warnings.py_assert_produces_warning,1.0,0,0,[],[]
/_testing/_warnings.py_maybe_produces_warning,1.0,0,0,[],[]
/_testing/asserters.py__check_isinstance,1.0,0,0,[],[]
/_testing/asserters.py__check_types,1.0,0,0,[],[]
/_testing/asserters.py__get_base,1.0,0,0,[],[]
/_testing/asserters.py__raise,1.0,2,2,['round' 'round'],['array_api._elementwise_functions.round' 'numeric.round']
/_testing/asserters.py_assert_almost_equal,1.0,0,0,[],[]
/_testing/asserters.py_assert_attr_equal,1.0,0,0,[],[]
/_testing/asserters.py_assert_categorical_equal,1.0,0,0,[],[]
/_testing/asserters.py_assert_class_equal,1.0,0,0,[],[]
/_testing/asserters.py_assert_contains_all,1.0,0,0,[],[]
/_testing/asserters.py_assert_copy,1.0,0,0,[],[]
/_testing/asserters.py_assert_datetime_array_equal,1.0,0,0,[],[]
/_testing/asserters.py_assert_dict_equal,1.0,0,0,[],[]
/_testing/asserters.py_assert_equal,0.0,1,0,['ndarray'],[]
/_testing/asserters.py_assert_extension_array_equal,1.0,0,0,[],[]
/_testing/asserters.py_assert_frame_equal,1.0,0,0,[],[]
/_testing/asserters.py_assert_index_equal,1.0,0,0,[],[]
/_testing/asserters.py_assert_indexing_slices_equivalent,1.0,0,0,[],[]
/_testing/asserters.py_assert_interval_array_equal,1.0,0,0,[],[]
/_testing/asserters.py_assert_is_sorted,0.75,4,3,['array' 'ndarray' 'sort' 'sort'],"['pdarraycreation.array' 'sorting.sort'
 'array_api._sorting_functions.sort']"
/_testing/asserters.py_assert_is_valid_plot_return_object,0.0,1,0,['ndarray'],[]
/_testing/asserters.py_assert_metadata_equivalent,1.0,0,0,[],[]
/_testing/asserters.py_assert_numpy_array_equal,1.0,0,0,[],[]
/_testing/asserters.py_assert_period_array_equal,1.0,0,0,[],[]
/_testing/asserters.py_assert_series_equal,1.0,0,0,[],[]
/_testing/asserters.py_assert_sp_array_equal,1.0,0,0,[],[]
/_testing/asserters.py_assert_timedelta_array_equal,1.0,0,0,[],[]
/_testing/asserters.py_is_class_equiv,1.0,0,0,[],[]
/_testing/asserters.py_is_extension_array_dtype_and_needs_i8_conversion,1.0,0,0,[],[]
/_testing/asserters.py_raise_assert_detail,1.0,0,0,[],[]
/_testing/asserters.py_repr_class,1.0,0,0,[],[]
/_testing/compat.py_get_dtype,1.0,0,0,[],[]
/_testing/compat.py_get_obj,1.0,0,0,[],[]
/_testing/contexts.py_decompress_file,1.0,0,0,[],[]
/_testing/contexts.py_ensure_clean,1.0,0,0,[],[]
/_testing/contexts.py_raises_chained_assignment_error,1.0,0,0,[],[]
/_testing/contexts.py_setTZ,1.0,0,0,[],[]
/_testing/contexts.py_set_timezone,1.0,0,0,[],[]
/_testing/contexts.py_use_numexpr,1.0,0,0,[],[]
/_testing/contexts.py_with_csv_dialect,1.0,0,0,[],[]
/_typing.py___contains__,1.0,0,0,[],[]
/_typing.py___getitem__,1.0,0,0,[],[]
/_typing.py___iter__,1.0,0,0,[],[]
/_typing.py___len__,1.0,0,0,[],[]
/_typing.py___reversed__,1.0,0,0,[],[]
/_typing.py_closed,1.0,0,0,[],[]
/_typing.py_count,1.0,0,0,[],[]
