sklearn_function,coverage,np_calls_count,partial_ak_coverage_sum,np_calls_array,function_ak_array
/_loss/loss.py_init_gradient_and_hessian,0.83,6,5,['float32' 'empty' 'float64.' 'float64' 'ones' 'ones'],"['dtypes.float32' 'array_api._creation_functions.empty' 'dtypes.float64'
 'pdarraycreation.ones' 'array_api._creation_functions.ones']"
/_loss/loss.py_loss,1.0,0,0,[],[]
/_loss/loss.py_loss_gradient,1.0,0,0,[],[]
/_loss/loss.py_predict_proba,1.0,1,1,['empty'],['array_api._creation_functions.empty']
/_loss/tests/test_link.py_test_interval_raises,1.0,0,0,[],[]
/_loss/tests/test_link.py_test_is_in_range,0.67,3,2,['linspace' 'r_' 'linspace'],['array_api._creation_functions.linspace' 'pdarraycreation.linspace']
/_loss/tests/test_link.py_test_link_inverse_identity,0.0,1,0,['random.RandomState'],[]
/_loss/tests/test_link.py_test_link_out_argument,0.33,3,1,['random.RandomState' 'empty_like' 'shares_memory'],['array_api._creation_functions.empty_like']
/_loss/tests/test_loss.py_alt_gradient,1.0,2,2,['exp' 'exp'],['array_api._elementwise_functions.exp' 'numeric.exp']
/_loss/tests/test_loss.py_alt_loss,1.0,6,6,['exp' 'exp' 'mean' 'mean' 'log' 'log'],"['array_api._elementwise_functions.exp' 'numeric.exp' 'pdarrayclass.mean'
 'array_api._statistical_functions.mean' 'numeric.log'
 'array_api._elementwise_functions.log']"
/_loss/tests/test_loss.py_fprime,0.0,1,0,['ndarray'],[]
/_loss/tests/test_loss.py_fprime2,0.0,1,0,['ndarray'],[]
/_loss/tests/test_loss.py_func,0.0,1,0,['ndarray'],[]
/_loss/tests/test_loss.py_grad_func,1.0,0,0,[],[]
/_loss/tests/test_loss.py_loss_func,1.0,0,0,[],[]
/_loss/tests/test_loss.py_loss_instance_name,1.0,0,0,[],[]
/_loss/tests/test_loss.py_numerical_derivative,1.0,2,2,['full_like' 'full_like'],['array_api._creation_functions.full_like' 'pdarraycreation.full_like']
/_loss/tests/test_loss.py_random_y_true_raw_prediction,1.0,0,0,[],[]
/_loss/tests/test_loss.py_test_binomial_and_multinomial_loss,0.67,3,2,['empty' 'float64' 'random.RandomState'],['array_api._creation_functions.empty' 'dtypes.float64']
/_loss/tests/test_loss.py_test_binomial_vs_alternative_formulation,1.0,0,0,[],[]
/_loss/tests/test_loss.py_test_derivatives,1.0,2,2,['float64' 'array'],['dtypes.float64' 'pdarraycreation.array']
/_loss/tests/test_loss.py_test_graceful_squeezing,1.0,0,0,[],[]
/_loss/tests/test_loss.py_test_gradients_hessians_numerically,1.0,2,2,['linspace' 'linspace'],['pdarraycreation.linspace' 'array_api._creation_functions.linspace']
/_loss/tests/test_loss.py_test_init_gradient_and_hessian_raises,1.0,0,0,[],[]
/_loss/tests/test_loss.py_test_init_gradient_and_hessians,1.0,2,2,['ones' 'ones'],['pdarraycreation.ones' 'array_api._creation_functions.ones']
/_loss/tests/test_loss.py_test_loss_boundary,0.6,5,3,['tile' 'linspace' 'linspace' 'r_' 'empty'],"['array_api._creation_functions.linspace' 'pdarraycreation.linspace'
 'array_api._creation_functions.empty']"
/_loss/tests/test_loss.py_test_loss_boundary_y_pred,1.0,1,1,['array'],['pdarraycreation.array']
/_loss/tests/test_loss.py_test_loss_boundary_y_true,1.0,1,1,['array'],['pdarraycreation.array']
/_loss/tests/test_loss.py_test_loss_dtype,1.0,0,0,[],[]
/_loss/tests/test_loss.py_test_loss_gradients_are_the_same,0.83,6,5,['sum' 'sum' 'shares_memory' 'empty_like' 'linspace' 'linspace'],"['array_api._statistical_functions.sum' 'pdarrayclass.sum'
 'array_api._creation_functions.empty_like' 'pdarraycreation.linspace'
 'array_api._creation_functions.linspace']"
/_loss/tests/test_loss.py_test_loss_init_parameter_validation,1.0,0,0,[],[]
/_loss/tests/test_loss.py_test_loss_intercept_only,1.0,5,5,['arange' 'arange' 'linspace' 'linspace' 'float64'],"['pdarraycreation.arange' 'array_api._creation_functions.arange'
 'array_api._creation_functions.linspace' 'pdarraycreation.linspace'
 'dtypes.float64']"
/_loss/tests/test_loss.py_test_loss_of_perfect_prediction,0.9,10,9,"['exp' 'full' 'array' 'linspace' 'linspace' 'exp' 'full' 'clip' 'arange'
 'arange']","['array_api._elementwise_functions.exp' 'pdarraycreation.full'
 'pdarraycreation.array' 'array_api._creation_functions.linspace'
 'pdarraycreation.linspace' 'numeric.exp'
 'array_api._creation_functions.full' 'pdarraycreation.arange'
 'array_api._creation_functions.arange']"
/_loss/tests/test_loss.py_test_loss_on_specific_values,1.0,0,0,[],[]
/_loss/tests/test_loss.py_test_loss_pickle,1.0,0,0,[],[]
/_loss/tests/test_loss.py_test_loss_same_as_C_functions,1.0,3,3,['empty_like' 'linspace' 'linspace'],"['array_api._creation_functions.empty_like' 'pdarraycreation.linspace'
 'array_api._creation_functions.linspace']"
/_loss/tests/test_loss.py_test_multinomial_loss_fit_intercept_only,0.9,10,9,"['float64' 'random.RandomState' 'zeros' 'zeros' 'mean' 'log' 'ones' 'ones'
 'mean' 'log']","['dtypes.float64' 'array_api._creation_functions.zeros'
 'pdarraycreation.zeros' 'pdarrayclass.mean'
 'array_api._elementwise_functions.log'
 'array_api._creation_functions.ones' 'pdarraycreation.ones'
 'array_api._statistical_functions.mean' 'numeric.log']"
/_loss/tests/test_loss.py_test_predict_proba,1.0,3,3,['empty_like' 'sum' 'sum'],"['array_api._creation_functions.empty_like' 'pdarrayclass.sum'
 'array_api._statistical_functions.sum']"
/_loss/tests/test_loss.py_test_sample_weight_multiplies,0.75,4,3,['ones' 'random.RandomState' 'float64' 'ones'],"['pdarraycreation.ones' 'dtypes.float64'
 'array_api._creation_functions.ones']"
/_loss/tests/test_loss.py_test_specific_fit_intercept_only,0.0,1,0,['random.RandomState'],[]
/_loss/tests/test_loss.py_test_tweedie_log_identity_consistency,1.0,0,0,[],[]
/base.py___getstate__,1.0,0,0,[],[]
/base.py___repr__,1.0,0,0,[],[]
/base.py___setstate__,1.0,0,0,[],[]
/base.py___sklearn_clone__,1.0,0,0,[],[]
/base.py__check_feature_names,1.0,2,2,['any' 'any'],['array_api._utility_functions.any' 'pdarrayclass.any']
/base.py__check_n_features,1.0,0,0,[],[]
/base.py__clone_parametrized,1.0,0,0,[],[]
/base.py__fit_context,1.0,0,0,[],[]
/base.py__get_param_names,1.0,0,0,[],[]
/base.py__get_tags,1.0,0,0,[],[]
/base.py__more_tags,1.0,0,0,[],[]
/base.py__repr_html_,1.0,0,0,[],[]
/base.py__repr_html_inner,1.0,0,0,[],[]
/base.py__repr_mimebundle_,1.0,0,0,[],[]
/base.py__validate_data,1.0,0,0,[],[]
/base.py__validate_params,1.0,0,0,[],[]
/base.py_add_names,1.0,0,0,[],[]
/base.py_biclusters_,1.0,0,0,[],[]
/base.py_clone,1.0,0,0,[],[]
/base.py_decorator,1.0,0,0,[],[]
/base.py_fit_predict,1.0,1,1,['int64'],['dtypes.int64']
/base.py_fit_transform,1.0,0,0,[],[]
/base.py_get_feature_names_out,1.0,0,0,[],[]
/base.py_get_indices,0.5,2,1,['intp' 'nonzero'],['array_api._searching_functions.nonzero']
/base.py_get_params,1.0,0,0,[],[]
/base.py_get_shape,1.0,0,0,[],[]
/base.py_get_submatrix,0.0,1,0,['newaxis'],[]
/base.py_is_classifier,1.0,0,0,[],[]
/base.py_is_outlier_detector,1.0,0,0,[],[]
/base.py_is_regressor,1.0,0,0,[],[]
/base.py_score,1.0,0,0,[],[]
/base.py_set_params,1.0,0,0,[],[]
/base.py_wrapper,1.0,0,0,[],[]
/calibration.py___init__,1.0,0,0,[],[]
/calibration.py__fit_calibrator,1.0,0,0,[],[]
/calibration.py__fit_classifier_calibrator_pair,1.0,0,0,[],[]
/calibration.py__get_estimator,1.0,0,0,[],[]
/calibration.py__more_tags,1.0,0,0,[],[]
/calibration.py__sigmoid_calibration,1.0,0,0,[],[]
/calibration.py_calibration_curve,1.0,0,0,[],[]
/calibration.py_fit,1.0,4,4,['any' 'any' 'sum' 'sum'],"['array_api._utility_functions.any' 'pdarrayclass.any' 'pdarrayclass.sum'
 'array_api._statistical_functions.sum']"
/calibration.py_from_estimator,1.0,0,0,[],[]
/calibration.py_from_predictions,1.0,0,0,[],[]
/calibration.py_get_metadata_routing,1.0,0,0,[],[]
/calibration.py_loss_grad,1.0,2,2,['float64' 'asarray'],['dtypes.float64' 'array_api._creation_functions.asarray']
/calibration.py_plot,1.0,0,0,[],[]
/calibration.py_predict,1.0,2,2,['argmax' 'argmax'],['array_api._searching_functions.argmax' 'pdarrayclass.argmax']
/calibration.py_predict_proba,0.88,8,7,['sum' 'sum' 'full_like' 'newaxis' 'zeros' 'zeros' 'divide' 'full_like'],"['array_api._statistical_functions.sum' 'pdarrayclass.sum'
 'array_api._creation_functions.full_like' 'pdarraycreation.zeros'
 'array_api._creation_functions.zeros'
 'array_api._elementwise_functions.divide' 'pdarraycreation.full_like']"
/cluster/_affinity_propagation.py___init__,1.0,0,0,[],[]
/cluster/_affinity_propagation.py__affinity_propagation,1.0,0,0,[],[]
/cluster/_affinity_propagation.py__equal_similarities_and_preferences,1.0,0,0,[],[]
/cluster/_affinity_propagation.py__more_tags,1.0,0,0,[],[]
/cluster/_affinity_propagation.py_affinity_propagation,1.0,0,0,[],[]
/cluster/_affinity_propagation.py_all_equal_preferences,1.0,2,2,['all' 'all'],['array_api._utility_functions.all' 'pdarrayclass.all']
/cluster/_affinity_propagation.py_all_equal_similarities,0.8,5,4,['ones' 'all' 'all' 'ones' 'fill_diagonal'],"['pdarraycreation.ones' 'array_api._utility_functions.all'
 'pdarrayclass.all' 'array_api._creation_functions.ones']"
/cluster/_affinity_propagation.py_fit,0.5,2,1,['median' 'asarray'],['array_api._creation_functions.asarray']
/cluster/_affinity_propagation.py_fit_predict,1.0,0,0,[],[]
/cluster/_affinity_propagation.py_predict,1.0,1,1,['array'],['pdarraycreation.array']
/cluster/_agglomerative.py___init__,1.0,2,2,['mean' 'mean'],['array_api._statistical_functions.mean' 'pdarrayclass.mean']
/cluster/_agglomerative.py__average_linkage,1.0,0,0,[],[]
/cluster/_agglomerative.py__complete_linkage,1.0,0,0,[],[]
/cluster/_agglomerative.py__fit,0.4,5,2,['searchsorted' 'unique' 'count_nonzero' 'copy' 'unique'],['categorical.Categorical.unique' 'groupbyclass.unique']
/cluster/_agglomerative.py__fix_connectivity,1.0,0,0,[],[]
/cluster/_agglomerative.py__hc_cut,0.67,3,2,['zeros' 'zeros' 'intp'],['array_api._creation_functions.zeros' 'pdarraycreation.zeros']
/cluster/_agglomerative.py__single_linkage,1.0,0,0,[],[]
/cluster/_agglomerative.py__single_linkage_tree,1.0,0,0,[],[]
/cluster/_agglomerative.py_fit,1.0,0,0,[],[]
/cluster/_agglomerative.py_fit_predict,1.0,0,0,[],[]
/cluster/_agglomerative.py_linkage_tree,1.0,0,0,[],[]
/cluster/_agglomerative.py_ward_tree,0.87,15,13,"['arange' 'float64' 'asarray' 'sqrt' 'reshape' 'sqrt' 'intp' 'zeros'
 'require' 'empty' 'ones' 'array' 'arange' 'zeros' 'ones']","['pdarraycreation.arange' 'dtypes.float64'
 'array_api._creation_functions.asarray'
 'array_api._elementwise_functions.sqrt'
 'array_api._manipulation_functions.reshape' 'pdarrayclass.sqrt'
 'array_api._creation_functions.zeros'
 'array_api._creation_functions.empty' 'pdarraycreation.ones'
 'pdarraycreation.array' 'array_api._creation_functions.arange'
 'pdarraycreation.zeros' 'array_api._creation_functions.ones']"
/cluster/_bicluster.py___init__,1.0,0,0,[],[]
/cluster/_bicluster.py__bistochastic_normalize,1.0,0,0,[],[]
/cluster/_bicluster.py__check_parameters,1.0,0,0,[],[]
/cluster/_bicluster.py__fit,0.67,6,4,['ceil' 'newaxis' 'vstack' 'log2' 'ceil' 'log2'],"['array_api._elementwise_functions.ceil'
 'array_api._elementwise_functions.log2' 'numeric.ceil' 'numeric.log2']"
/cluster/_bicluster.py__fit_best_piecewise,1.0,0,0,[],[]
/cluster/_bicluster.py__k_means,1.0,0,0,[],[]
/cluster/_bicluster.py__log_normalize,0.67,3,2,['log' 'log' 'newaxis'],['array_api._elementwise_functions.log' 'numeric.log']
/cluster/_bicluster.py__more_tags,1.0,0,0,[],[]
/cluster/_bicluster.py__project_and_cluster,1.0,0,0,[],[]
/cluster/_bicluster.py__scale_normalize,0.88,8,7,['asarray' 'newaxis' 'sqrt' 'sqrt' 'where' 'isnan' 'where' 'isnan'],"['array_api._creation_functions.asarray' 'pdarrayclass.sqrt'
 'array_api._elementwise_functions.sqrt' 'numeric.where'
 'array_api._elementwise_functions.isnan'
 'array_api._searching_functions.where' 'numeric.isnan']"
/cluster/_bicluster.py__svd,1.0,4,4,['any' 'any' 'isnan' 'isnan'],"['array_api._utility_functions.any' 'pdarrayclass.any'
 'array_api._elementwise_functions.isnan' 'numeric.isnan']"
/cluster/_bicluster.py_fit,1.0,1,1,['float64'],['dtypes.float64']
/cluster/_bicluster.py_make_piecewise,1.0,0,0,[],[]
/cluster/_birch.py___init__,0.67,3,2,['zeros' 'zeros' 'dot'],['pdarraycreation.zeros' 'array_api._creation_functions.zeros']
/cluster/_birch.py__check_fit,1.0,0,0,[],[]
/cluster/_birch.py__fit,1.0,4,4,['concatenate' 'concatenate' 'float64' 'float32'],"['util.concatenate' 'pdarraysetops.concatenate' 'dtypes.float64'
 'dtypes.float32']"
/cluster/_birch.py__get_leaves,1.0,0,0,[],[]
/cluster/_birch.py__global_clustering,1.0,2,2,['arange' 'arange'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/cluster/_birch.py__iterate_sparse_X,1.0,2,2,['zeros' 'zeros'],['array_api._creation_functions.zeros' 'pdarraycreation.zeros']
/cluster/_birch.py__more_tags,1.0,2,2,['float64' 'float32'],['dtypes.float64' 'dtypes.float32']
/cluster/_birch.py__predict,1.0,0,0,[],[]
/cluster/_birch.py__split_node,0.0,1,0,['unravel_index'],[]
/cluster/_birch.py_append_subcluster,1.0,0,0,[],[]
/cluster/_birch.py_fit,1.0,0,0,[],[]
/cluster/_birch.py_insert_cf_subcluster,0.67,3,2,['argmin' 'dot' 'argmin'],['array_api._searching_functions.argmin' 'pdarrayclass.argmin']
/cluster/_birch.py_merge_subcluster,0.0,1,0,['dot'],[]
/cluster/_birch.py_partial_fit,1.0,0,0,[],[]
/cluster/_birch.py_predict,1.0,0,0,[],[]
/cluster/_birch.py_radius,1.0,0,0,[],[]
/cluster/_birch.py_transform,1.0,0,0,[],[]
/cluster/_birch.py_update,0.0,1,0,['dot'],[]
/cluster/_birch.py_update_split_subclusters,1.0,0,0,[],[]
/cluster/_bisect_k_means.py___init__,1.0,0,0,[],[]
/cluster/_bisect_k_means.py__bisect,0.0,1,0,['bincount'],[]
/cluster/_bisect_k_means.py__inertia_per_cluster,1.0,1,1,['empty'],['array_api._creation_functions.empty']
/cluster/_bisect_k_means.py__more_tags,1.0,2,2,['float32' 'float64'],['dtypes.float32' 'dtypes.float64']
/cluster/_bisect_k_means.py__predict_recursive,0.75,4,3,['int32' 'vstack' 'full' 'full'],"['dtypes.int32' 'array_api._creation_functions.full'
 'pdarraycreation.full']"
/cluster/_bisect_k_means.py__warn_mkl_vcomp,1.0,0,0,[],[]
/cluster/_bisect_k_means.py_fit,1.0,8,8,['empty' 'float32' 'full' 'float64' 'full' 'int32' 'arange' 'arange'],"['array_api._creation_functions.empty' 'dtypes.float32'
 'array_api._creation_functions.full' 'dtypes.float64'
 'pdarraycreation.full' 'dtypes.int32'
 'array_api._creation_functions.arange' 'pdarraycreation.arange']"
/cluster/_bisect_k_means.py_get_cluster_to_bisect,1.0,0,0,[],[]
/cluster/_bisect_k_means.py_iter_leaves,1.0,0,0,[],[]
/cluster/_bisect_k_means.py_predict,1.0,2,2,['ones_like' 'ones_like'],['pdarraycreation.ones_like' 'array_api._creation_functions.ones_like']
/cluster/_bisect_k_means.py_split,1.0,0,0,[],[]
/cluster/_dbscan.py___init__,1.0,0,0,[],[]
/cluster/_dbscan.py__more_tags,1.0,0,0,[],[]
/cluster/_dbscan.py_dbscan,1.0,0,0,[],[]
/cluster/_dbscan.py_fit,0.91,11,10,"['full' 'full' 'sum' 'array' 'where' 'sum' 'intp' 'empty' 'uint8'
 'asarray' 'where']","['array_api._creation_functions.full' 'pdarraycreation.full'
 'array_api._statistical_functions.sum' 'pdarraycreation.array'
 'numeric.where' 'pdarrayclass.sum' 'array_api._creation_functions.empty'
 'dtypes.uint8' 'array_api._creation_functions.asarray'
 'array_api._searching_functions.where']"
/cluster/_dbscan.py_fit_predict,1.0,0,0,[],[]
/cluster/_feature_agglomeration.py_inverse_transform,1.0,2,2,['unique' 'unique'],['categorical.Categorical.unique' 'groupbyclass.unique']
/cluster/_feature_agglomeration.py_transform,0.83,6,5,['array' 'bincount' 'mean' 'unique' 'unique' 'mean'],"['pdarraycreation.array' 'array_api._statistical_functions.mean'
 'groupbyclass.unique' 'categorical.Categorical.unique'
 'pdarrayclass.mean']"
/cluster/_hdbscan/hdbscan.py___init__,1.0,0,0,[],[]
/cluster/_hdbscan/hdbscan.py__brute_mst,0.0,1,0,['rec.fromarrays'],[]
/cluster/_hdbscan/hdbscan.py__get_finite_row_indices,1.0,5,5,['all' 'all' 'array' 'isfinite' 'isfinite'],"['pdarrayclass.all' 'array_api._utility_functions.all'
 'pdarraycreation.array' 'numeric.isfinite'
 'array_api._elementwise_functions.isfinite']"
/cluster/_hdbscan/hdbscan.py__hdbscan_brute,1.0,0,0,[],[]
/cluster/_hdbscan/hdbscan.py__hdbscan_prims,1.0,0,0,[],[]
/cluster/_hdbscan/hdbscan.py__more_tags,1.0,0,0,[],[]
/cluster/_hdbscan/hdbscan.py__process_mst,1.0,2,2,['argsort' 'argsort'],['array_api._sorting_functions.argsort' 'sorting.argsort']
/cluster/_hdbscan/hdbscan.py__weighted_cluster_center,0.67,6,4,['average' 'argmin' 'argmin' 'float64' 'empty' 'bool_'],"['array_api._searching_functions.argmin' 'pdarrayclass.argmin'
 'dtypes.float64' 'array_api._creation_functions.empty']"
/cluster/_hdbscan/hdbscan.py_dbscan_clustering,0.0,1,0,['inf'],[]
/cluster/_hdbscan/hdbscan.py_fit,0.9,10,9,"['float64' 'isnan' 'empty' 'isnan' 'int32' 'hstack' 'zeros' 'isinf'
 'zeros' 'isinf']","['dtypes.float64' 'numeric.isnan' 'array_api._creation_functions.empty'
 'array_api._elementwise_functions.isnan' 'dtypes.int32'
 'array_api._creation_functions.zeros'
 'array_api._elementwise_functions.isinf' 'pdarraycreation.zeros'
 'numeric.isinf']"
/cluster/_hdbscan/hdbscan.py_fit_predict,1.0,0,0,[],[]
/cluster/_hdbscan/hdbscan.py_remap_single_linkage_tree,0.8,5,4,['concatenate' 'concatenate' 'zeros' 'inf' 'zeros'],"['util.concatenate' 'pdarraysetops.concatenate' 'pdarraycreation.zeros'
 'array_api._creation_functions.zeros']"
/cluster/_hdbscan/tests/test_reachibility.py_test_mutual_reachability_graph_equivalence_dense_sparse,0.0,1,0,['random.RandomState'],[]
/cluster/_hdbscan/tests/test_reachibility.py_test_mutual_reachability_graph_error_sparse_format,0.0,2,0,['random.RandomState' 'fill_diagonal'],[]
/cluster/_hdbscan/tests/test_reachibility.py_test_mutual_reachability_graph_inplace,0.0,2,0,['random.RandomState' 'fill_diagonal'],[]
/cluster/_hdbscan/tests/test_reachibility.py_test_mutual_reachability_graph_preserve_dtype,0.0,2,0,['random.RandomState' 'fill_diagonal'],[]
/cluster/_kmeans.py___init__,1.0,0,0,[],[]
/cluster/_kmeans.py__check_mkl_vcomp,1.0,2,2,['ceil' 'ceil'],['array_api._elementwise_functions.ceil' 'numeric.ceil']
/cluster/_kmeans.py__check_params_vs_input,1.0,0,0,[],[]
/cluster/_kmeans.py__check_test_data,1.0,2,2,['float64' 'float32'],['dtypes.float64' 'dtypes.float32']
/cluster/_kmeans.py__init_centroids,1.0,0,0,[],[]
/cluster/_kmeans.py__kmeans_plusplus,1.0,0,0,[],[]
/cluster/_kmeans.py__kmeans_single_elkan,1.0,0,0,[],[]
/cluster/_kmeans.py__kmeans_single_lloyd,1.0,0,0,[],[]
/cluster/_kmeans.py__labels_inertia,1.0,5,5,['full' 'full' 'zeros' 'zeros' 'int32'],"['pdarraycreation.full' 'array_api._creation_functions.full'
 'array_api._creation_functions.zeros' 'pdarraycreation.zeros'
 'dtypes.int32']"
/cluster/_kmeans.py__labels_inertia_threadpool_limit,1.0,0,0,[],[]
/cluster/_kmeans.py__mini_batch_convergence,1.0,0,0,[],[]
/cluster/_kmeans.py__mini_batch_step,1.0,0,0,[],[]
/cluster/_kmeans.py__more_tags,1.0,0,0,[],[]
/cluster/_kmeans.py__random_reassign,1.0,0,0,[],[]
/cluster/_kmeans.py__tolerance,1.0,4,4,['mean' 'mean' 'var' 'var'],"['array_api._statistical_functions.mean' 'pdarrayclass.mean'
 'array_api._statistical_functions.var' 'pdarrayclass.var']"
/cluster/_kmeans.py__transform,1.0,0,0,[],[]
/cluster/_kmeans.py__validate_center_shape,1.0,0,0,[],[]
/cluster/_kmeans.py__warn_mkl_vcomp,1.0,0,0,[],[]
/cluster/_kmeans.py_fit,1.0,9,9,"['float32' 'sum' 'sum' 'ceil' 'ceil' 'zeros' 'empty_like' 'zeros'
 'float64']","['dtypes.float32' 'pdarrayclass.sum'
 'array_api._statistical_functions.sum' 'numeric.ceil'
 'array_api._elementwise_functions.ceil'
 'array_api._creation_functions.zeros'
 'array_api._creation_functions.empty_like' 'pdarraycreation.zeros'
 'dtypes.float64']"
/cluster/_kmeans.py_fit_predict,1.0,0,0,[],[]
/cluster/_kmeans.py_fit_transform,1.0,0,0,[],[]
/cluster/_kmeans.py_k_means,1.0,0,0,[],[]
/cluster/_kmeans.py_kmeans_plusplus,1.0,0,0,[],[]
/cluster/_kmeans.py_partial_fit,1.0,4,4,['float32' 'float64' 'zeros' 'zeros'],"['dtypes.float32' 'dtypes.float64' 'pdarraycreation.zeros'
 'array_api._creation_functions.zeros']"
/cluster/_kmeans.py_predict,1.0,0,0,[],[]
/cluster/_kmeans.py_score,1.0,0,0,[],[]
/cluster/_kmeans.py_transform,1.0,0,0,[],[]
/cluster/_mean_shift.py___init__,1.0,0,0,[],[]
/cluster/_mean_shift.py__mean_shift_single_seed,0.67,3,2,['mean' 'mean' 'linalg.norm'],['pdarrayclass.mean' 'array_api._statistical_functions.mean']
/cluster/_mean_shift.py_estimate_bandwidth,1.0,3,3,['max' 'max' 'array'],"['pdarrayclass.max' 'array_api._statistical_functions.max'
 'pdarraycreation.array']"
/cluster/_mean_shift.py_get_bin_seeds,1.0,4,4,['round' 'round' 'array' 'float32'],"['numeric.round' 'array_api._elementwise_functions.round'
 'pdarraycreation.array' 'dtypes.float32']"
/cluster/_mean_shift.py_mean_shift,1.0,0,0,[],[]
/cluster/_mean_shift.py_predict,1.0,0,0,[],[]
/cluster/_optics.py___init__,0.0,1,0,['inf'],[]
/cluster/_optics.py__compute_core_distances_,1.0,1,1,['empty'],['array_api._creation_functions.empty']
/cluster/_optics.py__correct_predecessor,1.0,0,0,[],[]
/cluster/_optics.py__extend_region,1.0,0,0,[],[]
/cluster/_optics.py__extract_xi_labels,1.0,4,4,['full' 'any' 'any' 'full'],"['pdarraycreation.full' 'array_api._utility_functions.any'
 'pdarrayclass.any' 'array_api._creation_functions.full']"
/cluster/_optics.py__set_reach_dist,1.0,0,0,[],[]
/cluster/_optics.py__update_filter_sdas,1.0,2,2,['isinf' 'isinf'],['numeric.isinf' 'array_api._elementwise_functions.isinf']
/cluster/_optics.py__validate_size,1.0,0,0,[],[]
/cluster/_optics.py__xi_cluster,1.0,0,0,[],[]
/cluster/_optics.py_cluster_optics_dbscan,0.8,5,4,['zeros' 'array' 'cumsum' 'zeros' 'inf'],"['pdarraycreation.zeros' 'pdarraycreation.array' 'numeric.cumsum'
 'array_api._creation_functions.zeros']"
/cluster/_optics.py_cluster_optics_xi,1.0,0,0,[],[]
/cluster/_optics.py_compute_optics_graph,1.0,0,0,[],[]
/cluster/_optics.py_fit,1.0,0,0,[],[]
/cluster/_spectral.py___init__,1.0,0,0,[],[]
/cluster/_spectral.py__more_tags,1.0,0,0,[],[]
/cluster/_spectral.py_cluster_qr,0.0,1,0,['dot'],[]
/cluster/_spectral.py_discretize,1.0,0,0,[],[]
/cluster/_spectral.py_fit_predict,1.0,0,0,[],[]
/cluster/_spectral.py_spectral_clustering,1.0,0,0,[],[]
/cluster/tests/common.py_generate_clustered_data,1.0,0,0,[],[]
/cluster/tests/test_affinity_propagation.py_test_affinity_propagation,0.0,1,0,['median'],[]
